Channel,CellId,BeamIndex,Type,cellIdentity,mnc,mcc,xhat1,yhat1,xhat2,yhat2,est_Lat1,est_Lon1,est_Lat2,est_Lon2,Max_cinr,Num_points,Confidence
653952,363,3,Sector,17516184395,480,311,637.9426,-1707.0562,637.9426,-2107.0562,39.213965,-77.276272,39.210366,-77.276272,17.01,24,High
653952,364,3,Sector,17516184411,480,311,2538.2993,-738.2673,1938.2993,-1338.2673,39.200368,-77.244196,39.194970,-77.251164,6.58,10,High
653952,365,3,Sector,17516184427,480,311,5100.3636,1479.2809,4500.3636,2079.2809,39.225179,-77.217325,39.230578,-77.224292,15.44,4,High
653952,48,3,Sector,17516185019,480,311,-227.0972,1.7110,-327.0972,-98.2890,39.231180,-77.283767,39.230281,-77.284929,21.35,15,High
653952,49,3,Sector,17516185035,480,311,-903.0495,895.5133,-1003.0495,1495.5133,39.222404,-77.287062,39.227802,-77.288224,19.12,12,High
658080,411,3,Sector,,,,712.5684,-1605.8999,1312.5684,-1105.8999,39.175267,-77.241722,39.179765,-77.234756,8.27,6,Low
658080,210,1,Sector,,,,309.5179,1101.4341,-290.4821,501.4341,39.231768,-77.281641,39.226370,-77.288610,4.15,4,Low
658080,171,4,Sector,25602821146,410;100,310;313,1819.3034,-2901.6842,1919.3034,-3101.6842,39.204944,-77.259744,39.203145,-77.258582,10.00,52,High
658080,171,3,Sector,25602821146,410;100,310;313,1880.1419,-3690.5857,1780.1419,-3690.5857,39.201246,-77.259735,39.201246,-77.260897,9.16,29,High
658080,171,1,Sector,25602821146,410;100,310;313,-935.2736,566.1802,-835.2736,-33.8198,39.207843,-77.256436,39.202445,-77.255275,12.14,18,High
658080,171,0,Sector,25602821146,410;100,310;313,-529.7513,-12.0468,-929.7513,-312.0468,39.204399,-77.253453,39.201699,-77.258098,9.09,20,High
658080,171,2,Sector,25602821146,410;100,310;313,-665.3256,346.1753,-765.3256,-153.8247,39.207622,-77.255027,39.203123,-77.256189,14.33,23,High
658080,171,4/3/1/0/2,Tower,25602821146,410;100/410;100/410;100/410;100/410;100,310;313/310;313/310;313/310;313/310;313,0,0,0,0,39.205211,-77.256879,39.202332,-77.257808,14.33,142,High
658080,849,1,Sector,25602821170,410;100,310;313,59.2589,1445.6188,-140.7411,1345.6188,39.198764,-77.256592,39.197865,-77.258914,8.67,28,High
658080,849,4,Sector,25602821170,410;100,310;313,-902.1835,1379.8121,-902.1835,1679.8121,39.198172,-77.267753,39.200872,-77.267753,16.75,29,High
658080,849,0,Sector,25602821170,410;100,310;313,333.7640,1742.9758,-66.2360,2042.9758,39.199309,-77.252071,39.202008,-77.256714,7.08,15,High
658080,849,2,Sector,25602821170,410;100,310;313,626.0355,1200.8032,26.0355,1800.8032,39.201292,-77.241097,39.206690,-77.248063,10.72,24,High
658080,849,3,Sector,25602821170,410;100,310;313,-1142.0121,763.6020,-1342.0121,763.6020,39.201232,-77.256862,39.201232,-77.259184,13.95,26,High
658080,849,5,Sector,25602821170,410;100,310;313,-661.2322,584.1050,-1261.2322,784.1050,39.201248,-77.251999,39.203047,-77.258965,13.59,20,High
658080,849,1/4/0/2/3/5,Tower,25602821170,410;100/410;100/410;100/410;100/410;100/410;100,310;313/310;313/310;313/310;313/310;313/310;313,0,0,0,0,39.200003,-77.254396,39.201952,-77.258266,16.75,142,High
658080,322,3,Sector,25602821198,410;100,310;313,1845.5508,-5133.9671,2445.5508,-4933.9671,39.184997,-77.263381,39.186796,-77.256412,11.34,31,High
658080,322,1,Sector,25602821198,410;100,310;313,317.4194,-65.1695,417.4194,-65.1695,39.198748,-77.261360,39.198748,-77.260198,9.58,31,High
658080,322,4,Sector,25602821198,410;100,310;313,468.2065,-145.8945,468.2065,54.1055,39.198021,-77.259609,39.199821,-77.259609,10.38,17,High
658080,322,0,Sector,25602821198,410;100,310;313,712.8338,-181.9795,1312.8338,18.0205,39.197603,-77.256673,39.199402,-77.249706,11.69,23,High
658080,322,2,Sector,25602821198,410;100,310;313,234.2506,-296.3771,234.2506,-196.3771,39.196667,-77.262325,39.197567,-77.262325,11.34,29,High
658080,322,5,Sector,25602821198,410;100,310;313,107.8222,-68.9101,307.8222,231.0899,39.197005,-77.262143,39.199704,-77.259821,13.09,28,High
658080,322,3/1/4/0/2/5,Tower,25602821198,410;100/410;100/410;100/410;100/410;100/410;100,310;313/310;313/310;313/310;313/310;313/310;313,0,0,0,0,39.195507,-77.260915,39.197006,-77.258012,13.09,159,High
658080,558,0,Sector,25602821222,410;100,310;313,-130.0573,-133.3588,469.9427,-733.3588,39.230265,-77.282626,39.224866,-77.275656,6.11,13,High
658080,558,3,Sector,25602821222,410;100,310;313,1684.5878,-3477.7858,2084.5878,-3477.7858,39.200419,-77.261019,39.200419,-77.256372,6.46,25,High
658080,558,1,Sector,25602821222,410;100,310;313,1919.0791,-3660.8353,2319.0791,-3560.8353,39.199379,-77.263279,39.200279,-77.258632,8.90,19,High
658080,558,4,Sector,25602821222,410;100,310;313,1665.2684,-2412.4301,1765.2684,-2412.4301,39.199246,-77.260296,39.199246,-77.259135,15.04,23,High
658080,558,5,Sector,25602821222,410;100,310;313,52.6613,-678.3242,352.6613,-778.3242,39.198343,-77.270262,39.197443,-77.266778,11.50,10,High
658080,558,2,Sector,25602821222,410;100,310;313,438.2020,-466.9569,538.2020,-466.9569,39.199365,-77.264664,39.199365,-77.263503,6.27,22,High
658080,558,0/3/1/4/5/2,Tower,25602821222,410;100/410;100/410;100/410;100/410;100/410;100,310;313/310;313/310;313/310;313/310;313/310;313,0,0,0,0,39.204503,-77.267024,39.203603,-77.263346,15.04,112,High
658080,77,0,Sector,25693970463,410;100,310;313,298.4270,-1322.4332,898.4270,-1922.4332,39.219566,-77.277639,39.214167,-77.270670,5.68,14,High
658080,495,0,Sector,25694089293,410;100,310;313,1074.1524,-3073.1066,1674.1524,-2473.1066,39.162818,-77.235945,39.168217,-77.228979,7.04,4,Low
658080,856,0,Sector,25694473248,410;100,310;313,198.5951,-3158.2961,398.5951,-3058.2961,39.202624,-77.282419,39.203524,-77.280096,12.00,31,High
658080,178,0,Sector,25694473272,410;100,310;313,440.3855,-84.4226,40.3855,115.5774,39.209423,-77.270721,39.211223,-77.275366,10.01,46,High
658080,395,0,Sector,25694473297,410;100,310;313,-14.6494,-609.1641,285.3506,-1209.1641,39.219551,-77.281606,39.214152,-77.278122,12.95,22,High
